,Category,Description,carbs,protein,fat,fiber,calories,goal_tag,diet_type
89,frozen yogurt cone,"frozen yogurt cone, vanilla",23.9,3.2,3.73,0.1,141.97,general,veg
90,frozen yogurt cone,"frozen yogurt cone, vanilla, waffle cone",25.28,3.29,3.61,0.1,146.77,general,veg
91,frozen yogurt cone,"frozen yogurt cone, chocolate, waffle cone",25.28,3.29,3.61,2.3,146.77,general,veg
92,yogurt,"yogurt, whole milk, baby food",4.66,3.47,3.25,0.0,61.77,weight_loss,veg
93,yogurt,"yogurt, whole milk, baby food, with fruit and multigrain cereal puree, nfs",13.22,3.4,3.53,0.3,98.25,weight_loss,veg
94,yogurt,"yogurt, whole milk, baby food, with fruit and multigrain cereal puree, plus iron",13.0,3.05,3.08,0.6,91.92,weight_loss,veg
95,yogurt,"yogurt, whole milk, baby food, with fruit and multigrain cereal puree, plus dha",13.22,3.4,3.53,0.3,98.25,weight_loss,veg
96,chocolate milk,"chocolate milk, nfs",13.46,3.39,0.0,0.0,67.4,weight_loss,veg
97,chocolate milk,"chocolate milk, ready to drink, whole",10.34,3.17,3.39,0.8,84.55,weight_loss,veg
98,chocolate milk,"chocolate milk, ready to drink, reduced fat",12.13,2.99,1.9,0.7,77.58,weight_loss,veg
99,chocolate milk,"chocolate milk, ready to drink, fat free",13.46,3.39,0.0,0.0,67.4,weight_loss,veg
100,chocolate milk,"chocolate milk, ready to drink, low fat",10.15,3.46,1.11,0.1,64.42999999999999,weight_loss,veg
101,chocolate milk,"chocolate milk, ready to drink, reduced sugar, ns as to milk",7.68,3.43,1.04,0.0,53.8,weight_loss,veg
102,chocolate milk,"chocolate milk, ready to drink, low fat (nesquik)",10.15,3.46,1.11,0.1,64.42999999999999,weight_loss,veg
103,chocolate milk,"chocolate milk, ready to drink, fat free (nesquik)",13.46,3.39,0.0,0.0,67.4,weight_loss,veg
104,chocolate milk,"chocolate milk, ready to drink, low fat, no sugar added (nesquik)",10.15,3.46,1.11,0.1,64.42999999999999,weight_loss,veg
105,hot chocolate / cocoa,"hot chocolate / cocoa, ready to drink",16.54,2.72,1.54,0.0,90.89999999999999,weight_loss,veg
106,hot chocolate / cocoa,"hot chocolate / cocoa, ready to drink, made with nonfat milk",16.52,2.79,0.06,0.0,77.78,weight_loss,veg
107,hot chocolate / cocoa,"hot chocolate / cocoa, ready to drink, made with non-dairy milk",16.68,1.21,0.98,0.2,80.38,weight_loss,veg
108,hot chocolate / cocoa,"hot chocolate / cocoa, ready to drink, with whipped cream",15.89,2.73,3.18,0.0,103.10000000000001,weight_loss,veg
109,hot chocolate / cocoa,"hot chocolate / cocoa, ready to drink, made with nonfat milk and whipped cream",15.87,2.79,1.77,0.0,90.57,weight_loss,veg
110,hot chocolate / cocoa,"hot chocolate / cocoa, ready to drink, made with non-dairy milk and whipped cream",16.02,1.29,2.64,0.2,93.0,weight_loss,veg
111,chocolate milk,"chocolate milk, made from dry mix, ns as to type of milk",10.13,3.41,2.01,0.3,72.25,weight_loss,veg
112,chocolate milk,"chocolate milk, made from dry mix with whole milk",9.94,3.36,3.14,0.3,81.46,weight_loss,veg
113,chocolate milk,"chocolate milk, made from dry mix with reduced fat milk",10.16,3.42,1.92,0.3,71.6,weight_loss,veg
114,chocolate milk,"chocolate milk, made from dry mix with low fat milk",10.43,3.45,1.03,0.3,64.78999999999999,weight_loss,veg
115,chocolate milk,"chocolate milk, made from dry mix with fat free milk",10.14,3.5,0.22,0.3,56.54,weight_loss,veg
116,chocolate milk,"chocolate milk, made from dry mix with non-dairy milk",10.32,1.68,1.27,0.5,59.43,weight_loss,veg
117,chocolate milk,"chocolate milk, made from reduced sugar mix, ns as to type of milk",7.61,3.59,2.1,0.4,63.7,weight_loss,veg
118,chocolate milk,"chocolate milk, made from reduced sugar mix with whole milk",7.42,3.53,3.26,0.4,73.13999999999999,weight_loss,veg
119,chocolate milk,"chocolate milk, made from reduced sugar mix with reduced fat milk",7.64,3.6,2.01,0.4,63.05,weight_loss,veg
120,chocolate milk,"chocolate milk, made from reduced sugar mix with low fat milk",7.91,3.63,1.1,0.4,56.059999999999995,weight_loss,veg
121,chocolate milk,"chocolate milk, made from reduced sugar mix with fat free milk",7.63,3.67,0.27,0.4,47.63,weight_loss,veg
122,chocolate milk,"chocolate milk, made from reduced sugar mix with non-dairy milk",7.81,1.82,1.34,0.6,50.58,weight_loss,veg
123,chocolate milk,"chocolate milk, made from dry mix, ns as to type of milk (nesquik)",10.13,3.41,2.01,0.3,72.25,weight_loss,veg
124,chocolate milk,"chocolate milk, made from dry mix with whole milk (nesquik)",9.94,3.36,3.14,0.3,81.46,weight_loss,veg
125,chocolate milk,"chocolate milk, made from dry mix with reduced fat milk (nesquik)",10.16,3.42,1.92,0.3,71.6,weight_loss,veg
126,chocolate milk,"chocolate milk, made from dry mix with low fat milk (nesquik)",10.43,3.45,1.03,0.3,64.78999999999999,weight_loss,veg
127,chocolate milk,"chocolate milk, made from dry mix with fat free milk (nesquik)",10.14,3.5,0.22,0.3,56.54,weight_loss,veg
128,chocolate milk,"chocolate milk, made from dry mix with non-dairy milk (nesquik)",10.32,1.68,1.27,0.5,59.43,weight_loss,veg
129,chocolate milk,"chocolate milk, made from no sugar added dry mix, ns as to type of milk (nesquik)",7.61,3.59,2.1,0.4,63.7,weight_loss,veg
130,chocolate milk,"chocolate milk, made from no sugar added dry mix with whole milk (nesquik)",7.42,3.53,3.26,0.4,73.13999999999999,weight_loss,veg
131,chocolate milk,"chocolate milk, made from no sugar added dry mix with reduced fat milk (nesquik)",7.64,3.6,2.01,0.4,63.05,weight_loss,veg
132,chocolate milk,"chocolate milk, made from no sugar added dry mix with low fat milk (nesquik)",7.91,3.63,1.1,0.4,56.059999999999995,weight_loss,veg
133,chocolate milk,"chocolate milk, made from no sugar added dry mix with fat free milk  (nesquik)",7.63,3.67,0.27,0.4,47.63,weight_loss,veg
134,chocolate milk,"chocolate milk, made from no sugar added dry mix with non-dairy milk (nesquik)",7.81,1.82,1.34,0.6,50.58,weight_loss,veg
135,chocolate milk,"chocolate milk, made from syrup, ns as to type of milk",13.18,2.89,1.73,0.0,79.85,weight_loss,veg
136,chocolate milk,"chocolate milk, made from syrup with whole milk",13.0,2.84,2.77,0.0,88.28999999999999,weight_loss,veg
137,chocolate milk,"chocolate milk, made from syrup with reduced fat milk",13.21,2.9,1.65,0.0,79.28999999999999,weight_loss,veg
138,chocolate milk,"chocolate milk, made from syrup with low fat milk",13.45,2.93,0.82,0.0,72.89999999999999,weight_loss,veg
139,chocolate milk,"chocolate milk, made from syrup with fat free milk",13.19,2.97,0.07,0.0,65.27,weight_loss,veg
140,chocolate milk,"chocolate milk, made from syrup with non-dairy milk",13.36,1.29,1.04,0.2,67.96,weight_loss,veg
141,chocolate milk,"chocolate milk, made from light syrup, ns as to type of milk",8.6,3.1,1.86,0.0,63.54,weight_loss,veg
142,chocolate milk,"chocolate milk, made from light syrup with whole milk",8.42,3.04,2.92,0.0,72.12,weight_loss,veg
143,chocolate milk,"chocolate milk, made from light syrup with reduced fat milk",8.63,3.1,1.78,0.0,62.94,weight_loss,veg
144,chocolate milk,"chocolate milk, made from light syrup with low fat milk",8.87,3.13,0.95,0.0,56.55,weight_loss,veg
145,chocolate milk,"chocolate milk, made from light syrup with fat free milk",8.61,3.18,0.19,0.0,48.87,weight_loss,veg
146,chocolate milk,"chocolate milk, made from light syrup with non-dairy milk",8.78,1.48,1.17,0.2,51.57,weight_loss,veg
147,chocolate milk,"chocolate milk, made from sugar free syrup, ns as to type of milk",6.04,3.28,2.0,0.4,55.28,weight_loss,veg
148,chocolate milk,"chocolate milk, made from sugar free syrup with whole milk",5.87,3.23,3.05,0.4,63.849999999999994,weight_loss,veg
149,chocolate milk,"chocolate milk, made from sugar free syrup with reduced fat milk",6.08,3.29,1.92,0.4,54.760000000000005,weight_loss,veg
150,chocolate milk,"chocolate milk, made from sugar free syrup with low fat milk",6.32,3.32,1.08,0.4,48.28,weight_loss,veg
151,chocolate milk,"chocolate milk, made from sugar free syrup with fat free milk",6.06,3.36,0.32,0.4,40.56,weight_loss,veg
152,chocolate milk,"chocolate milk, made from sugar free syrup with non-dairy milk",6.22,1.66,1.31,0.5,43.31,weight_loss,veg
153,hot chocolate / cocoa,"hot chocolate / cocoa, made with dry mix and water",11.4,0.91,0.55,0.5,54.190000000000005,weight_loss,veg
154,hot chocolate / cocoa,"hot chocolate / cocoa, made with dry mix and whole milk",15.16,3.73,3.31,0.5,105.35,weight_loss,veg
155,hot chocolate / cocoa,"hot chocolate / cocoa, made with dry mix and reduced fat milk",15.37,3.79,2.18,0.5,96.26,weight_loss,veg
156,hot chocolate / cocoa,"hot chocolate / cocoa, made with dry mix and low fat milk",15.61,3.82,1.36,0.5,89.96,weight_loss,veg
157,hot chocolate / cocoa,"hot chocolate / cocoa, made with dry mix and fat free milk",15.35,3.86,0.6,0.5,82.24000000000001,weight_loss,veg
158,hot chocolate / cocoa,"hot chocolate / cocoa, made with dry mix and non-dairy milk",15.47,2.18,1.57,0.7,84.73,weight_loss,veg
159,hot chocolate / cocoa,"hot chocolate / cocoa, made with no sugar added dry mix and water",5.94,1.28,0.25,0.6,31.130000000000003,weight_loss,veg
160,hot chocolate / cocoa,"hot chocolate / cocoa, made with no sugar added dry mix and whole milk",10.08,4.26,3.18,0.6,85.98,weight_loss,veg
161,hot chocolate / cocoa,"hot chocolate / cocoa, made with no sugar added dry mix and reduced fat milk",10.3,4.33,1.99,0.6,76.43,weight_loss,veg
162,hot chocolate / cocoa,"hot chocolate / cocoa, made with no sugar added dry mix and low fat milk",10.56,4.35,1.12,0.6,69.72,weight_loss,veg
163,hot chocolate / cocoa,"hot chocolate / cocoa, made with no sugar added dry mix and fat free milk",10.28,4.4,0.32,0.6,61.6,weight_loss,veg
164,hot chocolate / cocoa,"hot chocolate / cocoa, made with no sugar added dry mix and non-dairy milk",10.43,2.61,1.35,0.8,64.31,weight_loss,veg
165,strawberry milk,"strawberry milk, nfs",5.35,3.33,1.9,0.0,51.81999999999999,weight_loss,veg
166,strawberry milk,"strawberry milk, whole",11.82,3.04,2.97,0.0,86.17,weight_loss,veg
167,strawberry milk,"strawberry milk, reduced fat",10.71,3.15,1.8,0.0,71.64,weight_loss,veg
168,strawberry milk,"strawberry milk, low fat",12.3,3.13,0.89,0.0,69.73,weight_loss,veg
169,strawberry milk,"strawberry milk, fat free",12.03,3.18,0.09,0.0,61.65,weight_loss,veg
170,strawberry milk,"strawberry milk, reduced sugar",7.08,3.31,0.94,0.0,50.02,weight_loss,veg
171,strawberry milk,"strawberry milk, non-dairy",12.2,1.39,1.13,0.2,64.53,weight_loss,veg
172,milk,"milk, malted",8.67,3.2,1.91,0.0,64.67,weight_loss,veg
173,eggnog,eggnog,8.05,4.55,4.19,0.0,88.11000000000001,weight_loss,veg
174,milk shake,"milk shake, home recipe, chocolate",13.55,3.48,6.14,0.5,123.38,general,veg
175,milk shake,"milk shake, home recipe, flavors other than chocolate",11.41,3.36,5.98,0.2,112.9,general,veg
176,milk shake,"milk shake, home recipe, chocolate, light",12.93,3.99,3.31,0.3,97.47,weight_loss,veg
177,milk shake,"milk shake, home recipe, flavors other than chocolate, light",13.84,3.88,2.33,0.1,91.85,weight_loss,veg
178,milk shake with malt,milk shake with malt,13.66,3.77,6.11,0.2,124.71000000000001,general,veg
179,milk shake,"milk shake, fast food, chocolate",20.36,3.7,6.66,1.6,156.18,general,veg
180,milk shake,"milk shake, fast food, flavors other than chocolate",19.59,3.37,6.52,0.9,150.51999999999998,general,veg
181,milk shake,"milk shake, bottled, chocolate",20.36,3.7,6.66,1.6,156.18,general,veg
182,milk shake,"milk shake, bottled, flavors other than chocolate",19.59,3.37,6.52,0.9,150.51999999999998,general,veg
183,licuado or batido,licuado or batido,13.1,2.4,1.38,0.7,74.42,weight_loss,veg
184,fruit smoothie,"fruit smoothie, nfs",11.65,2.4,1.07,1.2,65.83,weight_loss,veg
185,fruit smoothie,"fruit smoothie, with whole fruit and dairy",11.66,2.4,1.07,1.2,65.87,weight_loss,veg
186,fruit smoothie,"fruit smoothie, with whole fruit and dairy, added protein",9.71,7.38,1.21,1.1,79.25,weight_loss,veg
187,fruit smoothie juice drink,"fruit smoothie juice drink, with dairy",15.05,0.86,0.14,0.9,64.9,weight_loss,veg
188,chocolate milk drink,chocolate milk drink,10.68,0.64,0.4,0.6,48.88,weight_loss,veg
189,milk,"milk, dry, not reconstituted, ns as to fat content",51.98,36.16,0.77,0.0,359.48999999999995,gain,veg
190,milk,"milk, dry, not reconstituted, whole",38.42,26.32,26.71,0.0,499.35,gain,veg
191,milk,"milk, dry, not reconstituted, low fat (1%)",51.46,35.8,1.75,0.0,364.78999999999996,gain,veg
192,milk,"milk, dry, not reconstituted, fat free (skim)",51.98,36.16,0.77,0.0,359.48999999999995,gain,veg
193,whey,"whey, sweet, dry",74.46,12.93,1.07,0.0,359.18999999999994,general,veg
194,cocoa powder,"cocoa powder, not reconstituted",57.9,19.6,13.7,37.0,433.3,gain,veg
195,chocolate beverage powder,"chocolate beverage powder, dry mix, not reconstituted",90.28,4.55,2.27,4.5,399.75,general,veg
196,chocolate beverage powder,"chocolate beverage powder, light, dry mix, not reconstituted",68.31,9.09,4.5,9.1,350.1,general,veg
197,milk,"milk, malted, dry mix, not reconstituted",92.96,0.0,0.0,0.0,371.84,general,veg
198,strawberry beverage powder,"strawberry beverage powder, dry mix, not reconstituted",99.1,0.1,0.2,0.0,398.59999999999997,general,veg
199,cream,"cream, ns as to light, heavy, or half and half",4.3,3.13,11.5,0.0,133.22,general,veg
200,cream,"cream, light",3.66,2.96,19.1,0.0,198.38,general,veg
201,cream,"cream, half and half",4.3,3.13,11.5,0.0,133.22,general,veg
202,cream,"cream, half and half, flavored",4.5,3.07,11.28,0.0,131.8,general,veg
203,cream,"cream, half and half, fat free",9.0,2.6,1.4,0.0,59.0,weight_loss,veg
204,cream,"cream, heavy",2.84,2.84,36.08,0.0,347.43999999999994,general,veg
205,cream,"cream, whipped",8.59,2.67,33.94,0.0,350.5,general,veg
206,coffee creamer,"coffee creamer, nfs",11.38,1.0,9.97,0.0,139.25,general,veg
207,coffee creamer,"coffee creamer, liquid",11.38,1.0,9.97,0.0,139.25,general,veg
208,coffee creamer,"coffee creamer, liquid, flavored",35.07,0.69,13.5,1.1,264.53999999999996,general,veg
209,coffee creamer,"coffee creamer, liquid, fat free",9.1,0.8,3.5,0.0,71.1,weight_loss,veg
210,coffee creamer,"coffee creamer, liquid, fat free, flavored",31.72,0.6,2.7,0.0,153.58,general,veg
211,coffee creamer,"coffee creamer, liquid, fat free, sugar free, flavored",9.1,0.8,3.5,0.0,71.1,weight_loss,veg
212,coffee creamer,"coffee creamer, liquid, sugar free, flavored",9.1,0.8,3.5,0.0,71.1,weight_loss,veg
213,coffee creamer,"coffee creamer, powder",59.29,2.48,32.92,0.0,543.36,general,veg
214,coffee creamer,"coffee creamer, powder, flavored",75.42,0.68,21.47,1.2,497.63,general,veg
215,coffee creamer,"coffee creamer, powder, fat free",73.4,1.9,15.7,0.0,442.5,general,veg
216,coffee creamer,"coffee creamer,powder, fat free, flavored",73.4,1.9,15.7,0.0,442.5,general,veg
217,coffee creamer,"coffee creamer,powder, sugar free, flavored",59.29,2.48,32.92,0.0,543.36,general,veg
218,coffee creamer,"coffee creamer, soy, liquid",11.38,1.0,9.97,0.0,139.25,general,veg
219,whipped topping,whipped topping,23.05,1.25,25.31,0.0,324.99,general,veg
220,whipped topping,"whipped topping, fat free",23.6,3.0,13.1,0.0,224.3,general,veg
221,whipped topping,"whipped topping, sugar free",23.6,3.0,13.1,0.0,224.3,general,veg
222,sour cream,"sour cream, regular",4.63,2.44,19.35,0.0,202.43,general,veg
223,sour cream,"sour cream, light",7.1,3.5,10.6,0.0,137.79999999999998,general,veg
224,sour cream,"sour cream, fat free",15.6,3.1,0.0,0.0,74.8,weight_loss,veg
225,sour cream,"sour cream, imitation",6.63,2.4,19.52,0.0,211.8,general,veg
226,dip,"dip, nfs",3.49,2.24,45.84,0.3,435.4800000000001,general,veg
227,chipotle dip,"chipotle dip, regular",2.7,1.69,45.74,0.0,429.22,general,veg
228,chipotle dip,"chipotle dip, light",13.2,1.82,15.15,0.0,196.43,general,veg
229,dill dip,"dill dip, regular",3.12,1.92,45.78,0.3,432.18,general,veg
230,dill dip,"dill dip, light",13.6,2.04,15.19,0.3,199.27,general,veg
231,onion dip,"onion dip, regular",3.57,1.91,36.27,0.2,348.35,general,veg
232,onion dip,"onion dip, light",11.88,2.0,12.34,0.1,166.58,general,veg
233,ranch dip,"ranch dip, regular",3.49,2.24,45.84,0.3,435.4800000000001,general,veg
234,ranch dip,"ranch dip, light",13.95,2.35,15.25,0.2,202.45,general,veg
235,spinach dip,"spinach dip, regular",3.1,2.11,36.33,0.3,347.80999999999995,general,veg
236,spinach dip,"spinach dip, light",11.42,2.2,12.39,0.3,165.99,general,veg
237,vegetable dip,"vegetable dip, regular",3.12,1.92,45.78,0.3,432.18,general,veg
238,vegetable dip,"vegetable dip, light",13.6,2.04,15.19,0.3,199.27,general,veg
239,ice cream,"ice cream, nfs",26.36,3.57,11.3,0.8,221.42000000000002,general,veg
240,ice cream,"ice cream, vanilla",23.6,3.5,11.0,0.7,207.4,general,veg
241,ice cream,"ice cream, vanilla, with additional ingredients",30.51,3.67,11.76,1.0,242.56,general,veg
242,ice cream,"ice cream, chocolate",28.2,3.8,11.0,1.2,227.0,general,veg
243,ice cream,"ice cream, chocolate, with additional ingredients",34.39,3.93,11.76,1.5,259.12,general,veg
244,ice cream,"ice cream, soft serve, vanilla",29.46,4.78,4.83,0.3,180.43,general,veg
245,ice cream,"ice cream, soft serve, chocolate",25.7,5.0,7.19,0.8,187.51,general,veg
246,gelato,"gelato, vanilla",22.29,3.5,16.2,0.0,248.95999999999998,general,veg
247,gelato,"gelato, chocolate",19.78,4.72,16.98,0.9,250.82,general,veg
248,ice cream bar,"ice cream bar, vanilla",37.12,2.11,25.26,1.1,384.26,general,veg
249,ice cream bar,"ice cream bar, vanilla, chocolate coated",24.5,4.1,24.1,0.8,331.3,general,veg
250,ice cream candy bar,ice cream candy bar,30.9,4.4,20.2,0.6,323.0,general,veg
251,ice cream bar,"ice cream bar, chocolate",25.17,4.41,23.89,1.5,333.33,general,veg
252,ice cream sandwich,"ice cream sandwich, vanilla",35.88,4.28,11.8,1.4,266.84000000000003,general,veg
253,ice cream sandwich,"ice cream sandwich, chocolate",39.33,4.5,11.8,1.8,281.52,general,veg
